Carpediemonas	Excavata,Fornicata,Carpediemonas-like
Catenaria	Fungi,Blastocladiomycota
Caulobacter	Alphaproteobacteria
Cavenderia	Amoebozoa,Evosea
Cenarchaeum	Archaea,Thaumarchaeota
Ceratium	Dinophyceae,Gonyaulacales
Ciona	Metazoa,Bilateria
Climacostomum	Ciliophora,Heterotrichea
Cloacimonas	FCB group
Clostridiales	Terrabacteria,Firmicutes
Clostridium	Terrabacteria,Firmicutes
Coccidioides	Fungi,Ascomycota
Coccolithus	Haptophyceae,Coccolithales
Coccomyxa	Viridiplantae,Chlorophyta
Colletotrichum	Fungi,Ascomycota
Comamonas	Betaproteobacteria
Compsopogon	Rhodophyta,Compsopogonophyceae
Conexibacter	Terrabacteria,Actinobacteria
Coprinopsis	Fungi,Basidiomycota
Coprobacillus	Terrabacteria,Firmicutes
Coprococcus	Terrabacteria,Firmicutes
Coprothermobacter	Coprothermobacteria
Corynebacterium	Terrabacteria,Actinobacteria
Crassostrea	Metazoa,Bilateria
Crenobacter	Betaproteobacteria
Crocinitomicaceae	FCB group,Bacteroidetes
Crocosphaera	Terrabacteria,Cyanobacteria
Crustomastix	Viridiplantae,Chlorophyta,Mamiellophyceae
Crypthecodinium	Dinophyceae,Gonyaulacales
Cryptococcus	Fungi,Basidiomycota
Cryptomonas	Cryptophyta,Cryptomonadales
Cryptosporidium	Apicomplexa,Coccidia
Cryptotermes	Metazoa,Bilateria
Cucurbita	Viridiplantae,Streptophyta
Cupriavidus	Betaproteobacteria
Curvibacter	Betaproteobacteria
Cyanidioschyzon	Rhodophyta,Bangiophyceae
Cyanobacteria	Terrabacteria,Cyanobacteria
Cyanophora	Glaucocystophyceae
Cyanoptyche	Glaucocystophyceae
Cyanothece	Terrabacteria,Cyanobacteria
Cycloclasticus	Gammaproteobacteria
Cyclophora	Stramenopiles,Bacillariophyta
Cylindrotheca	Stramenopiles,Bacillariophyta
Cyphellophora	Fungi,Ascomycota
Dactylellina	Fungi,Ascomycota
Daphnia	Metazoa,Bilateria
Debaryomyces	Fungi,Ascomycota
Deferribacter	Deferribacteres
Deinococcus	Terrabacteria,Deinococci
Deltaproteobacteria	Deltaproteobacteria
Desulfocapsa	Deltaproteobacteria
Desulfoluna	Deltaproteobacteria
Desulfotomaculum	Terrabacteria,Firmicutes
Desulfovibrio	Deltaproteobacteria
Desulfovibrionaceae	Deltaproteobacteria
Desulfurococcales	Archaea,Crenarchaeota
Dethiosulfovibrio	Synergistetes
Detonula	Stramenopiles,Bacillariophyta
Dickeya	Gammaproteobacteria
Dictyocaulus	Metazoa,Bilateria
Dictyoglomus	Dictyoglomi
Dictyocha	Stramenopiles,Dictyochophyceae
Dictyostelium	Amoebozoa,Mycetozoa
Dichomitus	Fungi,Basidiomycota
Dimargaris	Fungi,Zoopagomycota
Dinobryon	Stramenopiles,Chrysophyceae
Dinophysis	Dinophyceae,Dinophysiales
Diplodia	Fungi,Ascomycota
Diploscapter	Metazoa,Bilateria
Ditylum	Stramenopiles,Bacillariophyta
Dokdonella	Gammaproteobacteria
Dolichomastix	Viridiplantae,Chlorophyta,Mamiellophyceae
Dongia	Alphaproteobacteria
Draconibacterium	FCB group,Bacteroidetes
Drosophila	Fungi,Basidiomycota
Dunaliella	Viridiplantae,Chlorophyta,Chlorophyceae
Durinskia	Dinophyceae,Peridiniales
Dyella	Gammaproteobacteria
Dysnectes	Excavata,Fornicata,Carpediemonas-like
Ectocarpus	Stramenopiles,PX clade
Eilatimonas	Alphaproteobacteria
Eimeria	Apicomplexa,Coccidia
Elaeophora	Metazoa,Bilateria
Elphidium	Rhizaria,Foraminifera
Elstera	Alphaproteobacteria
Elusimicrobia	Elusimicrobia
Emiliania	Haptophyceae,Isochrysidales
Endocarpon	Fungi,Ascomycota
Endomicrobium	Elusimicrobia
Enhygromyxa	Deltaproteobacteria
Entamoeba	Amoebozoa,Archamoebae
Enterobacter	Gammaproteobacteria
Enterococcus	Terrabacteria,Firmicutes
Enterovibrio	Gammaproteobacteria
Eremothecium	Fungi,Ascomycota
Ergobibamus	Excavata,Fornicata,Carpediemonas-like
Erinaceus	Metazoa,Bilateria
Erysipelotrichaceae	Terrabacteria,Firmicutes
Erysiphe	Fungi,Ascomycota
Erythranthe	Viridiplantae,Streptophyta
Erythrolobus	Rhodophyta,Bangiophyceae
Escherichia	Gammaproteobacteria
Eucalyptus	Viridiplantae,Streptophyta
Euglena	Euglenozoa,Euglenida
Euplotes	Ciliophora,Spirotrichea
Euryarchaeota	Archaea,Euryarchaeota
Eutreptiella	Euglenozoa,Euglenida
Exaiptasia	Metazoa,Cnidaria
Exanthemachrysis	Haptophyceae,Pavlovales
Exophiala	Fungi,Ascomycota
Exserohilum	Fungi,Ascomycota
Extubocellulus	Stramenopiles,Bacillariophyta
Ferrimicrobium	Terrabacteria,Actinobacteria
Ferrimonas	Gammaproteobacteria
Ferrovum	Betaproteobacteria
Fibrobacter	FCB group
Fibrocapsa	Stramenopiles,Raphidophyceae
Filamoeba	Amoebozoa,Tubulinea
Fimbriiglobus	Planctomycetes
Firmicutes	Terrabacteria,Firmicutes
Flavobacteriales	FCB group,Bacteroidetes
Flavobacterium	FCB group,Bacteroidetes
Florenciella	Stramenopiles,Dictyochophyceae
Fodinicurvata	Alphaproteobacteria
Fonsecaea	Fungi,Ascomycota
Fragilariopsis	Stramenopiles,Bacillariophyta
Frankia	Terrabacteria,Actinobacteria
Fusarium	Fungi,Ascomycota
Fusobacterium	Fusobacteria
Gaeumannomyces	Fungi,Ascomycota
Galactomyces	Fungi,Ascomycota
Galdieria	Rhodophyta,Bangiophyceae
Gammaproteobacteria	Gammaproteobacteria
Gemmata	Planctomycetes
Geobacter	Deltaproteobacteria
Geothrix	Acidobacteria
Geotrichum	Fungi,Ascomycota
Gephyrocapsa	Haptophyceae,Isochrysidales
Giardia	Excavata,Fornicata,Diplomonadida
Gimesia	Planctomycetes
Glaciecola	Gammaproteobacteria
Glarea	Fungi,Ascomycota
Glenodinium	Dinophyceae,Peridiniales
Gloeochaete	Glaucocystophyceae
Gloeophyllum	Fungi,Basidiomycota
Glycine	Viridiplantae,Streptophyta
Goldbacteria	unclassified
Gonapodya	Fungi,Chytridiomycota
Goniomonas	Cryptophyta,Cryptomonadales
Gonium	Viridiplantae,Chlorophyta,Chlamydomonadales
Gordonia	Terrabacteria,Actinobacteria
Gossypium	Viridiplantae,Streptophyta
Gottesmanbacteria	unclassified
Gracilariopsis	Rhodophyta,Florideophyceae
Gregarina	Apicomplexa,Gregarinasina
Grimontia	Gammaproteobacteria
Grosmannia	Fungi,Ascomycota
Guillardia	Cryptophyta
Gymnodinium	Dinophyceae,Gymnodiniales
Hadesarchaea	Archaea,Euryarchaeota
Haemonchus	Metazoa,Bilateria
Hahella	Gammaproteobacteria
Haliangium	Deltaproteobacteria
Haliea	Gammaproteobacteria
Halobacteriales	Archaea,Euryarchaeota
Halobacteriovoraceae	Proteobacteria,Oligoflexia
Halobacteroides	Terrabacteria,Firmicutes
Halococcus	Archaea,Euryarchaeota
Haloterrigena	Archaea,Euryarchaeota
Hanseniaspora	Fungi,Ascomycota
Haptolina	Haptophyceae,Prymnesiales
Hassallia	Terrabacteria,Cyanobacteria
Heimdallarchaeota	Archaea,Heimdallarchaeota
Helicobacter	Epsilonproteobacteria
Helicosporidium	Viridiplantae,Chlorophyta,Trebouxiophyceae
Helicotheca	Stramenopiles,Bacillariophyta
Helobdella	Metazoa,Bilateria
Hemiselmis	Cryptophyta,Cryptomonadales
Hepatobacter	Alphaproteobacteria
Hepatoplasma	Terrabacteria
Herminiimonas	Betaproteobacteria
Hespellia	Terrabacteria,Firmicutes
Hesseltinella	Fungi,Mucoromycota
Heterobasidion	Fungi,Basidiomycota
Heterocapsa	Dinophyceae,Peridiniales
Heterosigma	Stramenopiles,Raphidophyceae
Histomonas	Parabasalia,Tritrichomonadida
Holospora	Alphaproteobacteria
Homo	Metazoa,Bilateria
Hordeum	Viridiplantae,Streptophyta
Hydrogenedentes	FCB group
Hydrogenivirga	Aquificae
Hydrogenobacter	Aquificae
Hydrogenobaculum	Aquificae
Hydrogenophaga	Betaproteobacteria
Hydromonas	Betaproteobacteria
Hymenobacter	FCB group,Bacteroidetes
Hyphobacterium	Alphaproteobacteria
Hyphomicrobium	Alphaproteobacteria
Hypsibius	Metazoa,Bilateria
Chaetoceros	Stramenopiles,Bacillariophyta
Chaetomium	Fungi,Ascomycota
Chara	Viridiplantae,Streptophyta
Chattonella	Stramenopiles,Raphidophyceae
Chilomastix	Excavata,Fornicata,Retortamonadidae
Chitinivibrio	FCB group
Chitinophaga	FCB group,Bacteroidetes
Chlamydia	PVC group,Chlamydiae
Chlamydomonas	Viridiplantae,Chlorophyta
Chlorarachnion	Rhizaria,Cercozoa,Chlorarachniophyceae
Chlorarachnion	Rhizaria,Chlorarachniophyceae
Chlorella	Viridiplantae,Chlorophyta
Chloroflexi	Terrabacteria,Chloroflexi
Chloroflexus	Terrabacteria,Chloroflexi
Choanephora	Fungi,Mucoromycota
Chondrus	Rhodophyta,Florideophyceae
Choreocolax	Rhodophyta,Florideophyceae
Chromera	Apicomplexa
Chromera	Apicomplexa,Colpodellida
Chroomonas	Cryptophyta,Pyrenomonadales
Chrysochromulina	Haptophyceae,Prymnesiales
Chrysoreinhardia	Stramenopiles,Pelagophyceae
Ignavibacteria	FCB group,Bacteroidetes
Ignavigranum	Terrabacteria,Firmicutes
Ilumatobacter	Terrabacteria,Actinobacteria
Imantonia	Haptophyceae,Prymnesiales
Imhoffiella	Gammaproteobacteria
Inmirania	Gammaproteobacteria
Iotanema	Excavata,Fornicata,Caviomonadidae
Isochrysis	Haptophyceae,Isochrysidales
Jannaschia	Alphaproteobacteria
Karenia	Dinophyceae,Gymnodiniales
Karlodinium	Dinophyceae,Gymnodiniales
Kazachstania	Fungi,Ascomycota
Kingella	Betaproteobacteria
Kipferlia	Excavata,Fornicata,Carpediemonas-like
Klebsormidium	Viridiplantae,Streptophyta
Komagataella	Fungi,Ascomycota
Korarchaeota	Archaea,Korarchaeota
Kryptobacter	FCB group
Kryptonium	FCB group
Kryptoperidinium	Dinophyceae,Peridiniales
Ktedonobacter	Terrabacteria,Chloroflexi
Kutzneria	Terrabacteria,Actinobacteria
Labilibacter	FCB group,Bacteroidetes
Labilibaculum	FCB group,Bacteroidetes
Labilithrix	Deltaproteobacteria
Laccaria	Fungi,Basidiomycota
Lactobacillus	Terrabacteria,Firmicutes
Lactococcus	Terrabacteria,Firmicutes
Lachancea	Fungi,Ascomycota
Lamprocystis	Gammaproteobacteria
Legionellales	Gammaproteobacteria
Leishmania	Euglenozoa,Kinetoplastida
Lentisphaerae	PVC group,Lentisphaerae
Leptocylindrus	Stramenopiles,Bacillariophyta
Leptolyngbya	Terrabacteria,Cyanobacteria
Leptosphaeria	Fungi,Ascomycota
Leptospira	Spirochaetes
Leptospirillum	Nitrospirae
Leptothrix	Betaproteobacteria
Leuconostoc	Terrabacteria,Firmicutes
Leucothrix	Gammaproteobacteria
Limnohabitans	Betaproteobacteria
Linderina	Fungi,Zoopagomycota
Lingula	Metazoa,Bilateria
Lingulodinium	Dinophyceae,Gonyaulacales
Listeria	Terrabacteria,Firmicutes
Litonotus	Ciliophora,Litostomatea
Loa	Metazoa,Bilateria
Lobosporangium	Fungi,Mucoromycota
Lokiarchaeum	Archaea,Lokiarchaeota
Lotharella	Rhizaria,Cercozoa,Chlorarachniophyceae
Lottia	Metazoa,Bilateria
Lucilia	Metazoa,Bilateria
Lutispora	Terrabacteria,Firmicutes
Lyngbya	Terrabacteria,Cyanobacteria
Lysobacter	Gammaproteobacteria
Macrococcus	Terrabacteria,Firmicutes
Macrostomum	Metazoa,Bilateria
Madagascaria	Rhodophyta,Compsopogonophyceae
Magnaporthe	Fungi,Ascomycota
Magnetospirillum	Alphaproteobacteria
Malassezia	Fungi,Basidiomycota
Mallomonas	Stramenopiles,Synurophyceae
Malus	Viridiplantae,Streptophyta
Mannheimia	Gammaproteobacteria
Marchantia	Viridiplantae,Streptophyta
Maricaulis	Alphaproteobacteria
Marichromatium	Gammaproteobacteria
Marinifilum	FCB group,Bacteroidetes
Marinilabilia	FCB group,Bacteroidetes
Marinimicrobia	FCB group
Marinitoga	Thermotogae
Marinobacterium	Gammaproteobacteria
Marinomonas	Gammaproteobacteria
Marispirochaeta	Spirochaetes
Marsarchaeota	Archaea,Marsarchaeota
Marssonina	Fungi,Ascomycota
Massilia	Betaproteobacteria
Medicago	Viridiplantae,Streptophyta
Meiothermus	Terrabacteria,Deinococci
Melainabacteria	Terrabacteria
Meliniomyces	Fungi,Ascomycota
Melioribacter	FCB group,Bacteroidetes
Mesoaciditoga	Thermotogae
Mesodinium	Ciliophora,Litostomatea
Mesotoga	Thermotogae
Metallibacterium	Gammaproteobacteria
Metallosphaera	Archaea,Crenarchaeota
Metarhizium	Fungi,Ascomycota
Methanobacterium	Archaea,Euryarchaeota
Methanobrevibacter	Archaea,Euryarchaeota
Methanocaldococcus	Archaea,Euryarchaeota
Methanococcus	Archaea,Euryarchaeota
Methanoregula	Archaea,Euryarchaeota
Methanosaeta	Archaea,Euryarchaeota
Methanosarcina	Archaea,Euryarchaeota
Methanosphaera	Archaea,Euryarchaeota
Methylibium	Betaproteobacteria
Methylocapsa	Alphaproteobacteria
Methylocystis	Alphaproteobacteria
Methyloferula	Alphaproteobacteria
Methyloglobulus	Gammaproteobacteria
Methylomirabilis	unclassified
Methylomonas	Gammaproteobacteria
Methylophilales	Betaproteobacteria
Methylosinus	Alphaproteobacteria
Methyloversatilis	Betaproteobacteria
Metschnikowia	Fungi,Ascomycota
Meyerozyma	Fungi,Ascomycota
Micractinium	Viridiplantae,Chlorophyta
Microbacteriaceae	Terrabacteria,Actinobacteria
Microgenomates	unclassified Bacteria
Micromonas	Viridiplantae,Chlorophyta,prasinophytes
Micromonospora	Terrabacteria,Actinobacteria
Micropelagos	Alphaproteobacteria
Microthrix	Terrabacteria,Actinobacteria
Minchinia	Rhizaria,Cercozoa,Ascetosporea
Minicystis	Deltaproteobacteria
Minutocellus	Stramenopiles,Bacillariophyta
Minwuia	Alphaproteobacteria
Mixia	Fungi,Basidiomycota
Mizugakiibacter	Gammaproteobacteria
Modestobacter	Terrabacteria,Actinobacteria
Monocercomonoides	Oxymonadida,Polymastigidae
Monoraphidium	Viridiplantae,Chlorophyta
Monosiga	Choanoflagellida
Morus	Viridiplantae,Streptophyta
Mucispirillum	Deferribacteres
Mucor	Fungi,Mucoromycota
Mycobacterium	Terrabacteria,Actinobacteria
Mycobacteroides	Terrabacteria,Actinobacteria
Mycolicibacterium	Terrabacteria,Actinobacteria
Mycoplasma	Terrabacteria,Tenericutes
Myxococcales	Deltaproteobacteria
Naegleria	Amoebozoa
Nannizzia	Fungi,Ascomycota
Nannochloropsis	Stramenopiles,Eustigmatophyceae
Nanoarchaeota	Archaea,Nanoarchaeota
Nanosalinarum	Archaea,Euryarchaeota
Natronomonas	Archaea,Euryarchaeota
Neisseria	Betaproteobacteria
Neisseriaceae	Betaproteobacteria
Nelumbo	Viridiplantae,Streptophyta
Nematostella	Metazoa,Cnidaria
Neobodo	Euglenozoa,Kinetoplastida
Neocallimastix	Fungi,Chytridiomycota
Neospora	Apicomplexa,Coccidia
Nephroselmis	Viridiplantae,Chlorophyta,Nephroselmidophyceae
Nephroselmis	Viridiplantae,Chlorophyta,prasinophytes
Neurospora	Fungi,Ascomycota
Nitrobacter	Alphaproteobacteria
Nitrosocaldus	Archaea,Thaumarchaeota
Nitrosomonas	Betaproteobacteria
Nitrososphaera	Archaea,Thaumarchaeota
Nitrosospira	Betaproteobacteria
Nitrospinae	Nitrospinae
Nitrospira	Nitrospirae
Nitrospiraceae	Nitrospirae
Nitrospirae	Nitrospirae
Nitrospirillum	Alphaproteobacteria
Nitzschia	Stramenopiles,Bacillariophyta
Nocardia	Terrabacteria,Actinobacteria
Nocardioides	Terrabacteria,Actinobacteria
Noctiluca	Dinophyceae,Noctilucales
Nodularia	Terrabacteria,Cyanobacteria
Nostoc	Terrabacteria,Cyanobacteria
Noviherbaspirillum	Betaproteobacteria
Novosphingobium	Alphaproteobacteria
Oceanibacterium	Alphaproteobacteria
Oceanibaculum	Alphaproteobacteria
Octopus	Metazoa,Bilateria
Odinarchaeota	Archaea,Odinarchaeota
Odontella	Stramenopiles,Bacillariophyta
Ochromonas	Stramenopiles,Chrysophyceae
Oleiagrimonas	Gammaproteobacteria
Oleomonas	Alphaproteobacteria
Omnitrophica	PVC group
Opitutales	PVC group,Verrucomicrobia
Orientia	Alphaproteobacteria
Oryza	Viridiplantae,Streptophyta
Oscillatoriales	Terrabacteria,Cyanobacteria
Oscillochloris	Terrabacteria,Chloroflexi
Ostreococcus	Viridiplantae,Chlorophyta,prasinophytes
Oxyrrhis	Dinophyceae,Oxyrrhinales
Oxytricha	Ciliophora,Spirotrichea
Pacearchaeota	Archaea,Pacearchaeota
Paenibacillus	Terrabacteria,Firmicutes
Palpitomonas	unclassified
Pandoraea	Betaproteobacteria
Panicum	Viridiplantae,Streptophyta
Pantoea	Gammaproteobacteria
Papilio	Metazoa,Bilateria
Paraburkholderia	Betaproteobacteria
Paracaedibacter	Alphaproteobacteria
Paracoccidioides	Fungi,Ascomycota
Paramecium	Ciliophora,Oligohymenophorea
Paramoeba	Amoebozoa,Discosea
Paraphaeosphaeria	Fungi,Ascomycota
Paraphysomonas	Stramenopiles,Chrysophyceae
Parasitella	Fungi,Mucoromycota
Parasphingopyxis	Alphaproteobacteria
Parastagonospora	Fungi,Ascomycota
Paratrimastix	Excavata,Preaxostyla
Partenskyella	Rhizaria,Cercozoa,Chlorarachniophyceae
Partenskyella	Rhizaria,Chlorarachniophyceae
Parvibaculum	Alphaproteobacteria
Paulinella	Rhizaria,Cercozoa,Imbricatea
Pavlova	Haptophyceae,Pavlovales
Pelagibacter	Alphaproteobacteria
Pelagibacteraceae	Alphaproteobacteria
Pelagodinium	Dinophyceae,Suessiales
Pelagomonas	Stramenopiles,Pelagophyceae
Pelomonas	Betaproteobacteria
Pelosinus	Terrabacteria,Firmicutes
Penicilliopsis	Fungi,Ascomycota
Penicillium	Fungi,Ascomycota
Percolomonas	Heterolobosea
Perkinsus	Perkinsea
Pessonella	Amoebozoa,Discosea
Pestalotiopsis	Fungi,Ascomycota
Petroclostridium	Terrabacteria,Firmicutes
Phaant	Haptophyceae,Phaeocystales
Phaeocystis	Haptophyceae,Phaeocystales
Phaeodactylum	Stramenopiles,Bacillariophyta
Phaeomarinobacter	Alphaproteobacteria
Phaeomonas	Stramenopiles,Pinguiophyceae
Phaeosphaeria	Fungi,Ascomycota
Phaseolus	Viridiplantae,Streptophyta
Phialocephala	Fungi,Ascomycota
Phlebotomus	Metazoa,Bilateria
Photobacterium	Gammaproteobacteria
Phycisphaerae	Planctomycetes
Phycomyces	Fungi,Mucoromycota
Physcomitrella	Viridiplantae,Streptophyta
Phytomonas	Euglenozoa,Kinetoplastida
Phytophthora	Stramenopiles,Oomycetes
Picocystis	Viridiplantae,Chlorophyta,Prasinophyceae
Picocystis	Viridiplantae,Chlorophyta,prasinophytes
Picochlorum	Viridiplantae,Chlorophyta,Trebouxiophyceae
Picrophilus	Archaea,Euryarchaeota
Pichia	Fungi,Ascomycota
Pilibacter	Terrabacteria,Firmicutes
Pinguiococcus	Stramenopiles,Pinguiophyceae
Pirellula	Planctomycetes
Piscinibacter	Betaproteobacteria
Pisum	Viridiplantae,Streptophyta
Plagiogramma	Stramenopiles,Bacillariophyta
Planctomyces	Planctomycetes
Planctomycetes	Planctomycetes
Planoprotostelium	Amoebozoa,Evosea
Plasmodiophora	Rhizaria,Cercozoa
Plasmodium	Apicomplexa,Aconoidasida
Plasmopara	Stramenopiles,Oomycetes
Platyophrya	Ciliophora,Colpodea
Plesiocystis	Deltaproteobacteria
Pleurochrysis	Haptophyceae,Coccolithales
Plum	Viridiplantae,Streptophyta
Pneumocystis	Fungi,Ascomycota
Podospora	Fungi,Ascomycota
Polaromonas	Betaproteobacteria
Polyblepharides	Viridiplantae,Chlorophyta,Pyramimonadales
Polynucleobacter	Betaproteobacteria
Polysphondylium	Amoebozoa,Mycetozoa
Polytomella	Viridiplantae,Chlorophyta,Chlorophyceae
Porphyra	Rhodophyta,Bangiophyceae
Porphyridium	Rhodophyta,Bangiophyceae
Porphyromonas	FCB group,Bacteroidetes
Prasinococcus	Viridiplantae,Chlorophyta,Palmophyllophyceae
Prasinococcus	Viridiplantae,Chlorophyta,prasinophytes
Prasinoderma	Viridiplantae,Chlorophyta,Palmophyllophyceae
Prevotella	FCB group,Bacteroidetes
Pristionchus	Metazoa,Bilateria
Proboscia	Stramenopiles,Bacillariophyta
Prochlorococcus	Terrabacteria,Cyanobacteria
Propionispira	Terrabacteria,Firmicutes
Propionispora	Terrabacteria,Firmicutes
Prorocentrum	Dinophyceae,Prorocentrales
Proteiniclasticum	Terrabacteria,Firmicutes
Proteobacteria	Gammaproteobacteria
Protocruzia	Ciliophora,Spirotrichea
Providencia	Gammaproteobacteria
Prunus	Viridiplantae,Streptophyta
Prymnesium	Haptophyceae,Prymnesiales
Pseudocohnilembus	Ciliophora,Oligohymenophorea
Pseudodesulfovibrio	Deltaproteobacteria
Pseudomonas	Gammaproteobacteria
Pseudothermotoga	Thermotogae
Pteridomonas	Stramenopiles,Dictyochophyceae
Pteropus	Metazoa,Bilateria
Pterosperma	Viridiplantae,Chlorophyta
Puccinia	Fungi,Basidiomycota
Purpureocillium	Fungi,Ascomycota
PVC	group	PVC group
Pyramimonas	Viridiplantae,Chlorophyta,prasinophytes
Pyrenophora	Fungi,Ascomycota
Pyricularia	Fungi,Ascomycota
Pyrobaculum	Archaea,Crenarchaeota
Pyrococcus	Archaea,Euryarchaeota
Pyrodinium	Dinophyceae,Gonyaulacales
Pythium	Stramenopiles,Oomycetes
R.dobelli	Excavata,Fornicata,Retortamonadidae
Ralstonia	Betaproteobacteria
Ramlibacter	Betaproteobacteria
Raphidocelis	Viridiplantae,Chlorophyta
Reinekea	Gammaproteobacteria
Reticulomyxa	Rhizaria,Foraminifera
Reyranella	Alphaproteobacteria
Rhabditophanes	Metazoa,Bilateria
